transaction_id,customer_id,customer_name,customer_email,customer_phone,customer_region,customer_risk_level,bank_id,bank_name,bank_region,bank_compliance_score,amount,currency,transaction_date,transaction_location,is_high_risk,is_valid_bank_id,z_score,transaction_count,avg_transaction_amount,max_transaction_amount,min_transaction_amount,high_risk_flag
127,851,Stephen Richards,charlesdustin@moore-curtis.biz,(693)086-0091,West,Medium,397,Bank 397,West,0.91,6121.95,USD,2024-10-29,New Tylerstad,False,True,0.41739077219709314,2,3747.17,6121.95,1372.39,True
128,143,Mark Taylor,kelly85@weber.net,7073159635,East,Medium,441,Bank 441,South,0.57,9480.34,USD,2024-10-06,Lake Ashley,False,True,1.6009008514479512,3,8439.966666666667,9480.34,6615.78,True
129,849,Sarah Mccarty,christophergardner@gmail.com,001-177-353-2915x768,West,Low,788,Bank 788,West,0.91,5801.69,USD,2024-10-30,New Christy,True,True,0.3045298662329615,3,7342.876666666666,9442.85,5801.69,False
130,536,Matthew Cook,robin08@hotmail.com,001-405-138-5314x059,East,Low,244,Bank 244,West,0.73,1289.07,USD,2024-11-04,New Mollyland,True,True,-1.285735485268504,2,1991.0299999999997,2692.99,1289.07,False
131,616,Charles Martinez,robert66@yahoo.com,+1-005-281-2220x3149,East,High,843,Bank 843,South,0.95,9411.5,USD,2024-01-30,Walkerstad,False,True,1.5766413598893088,1,9411.5,9411.5,9411.5,True
132,562,Kimberly Davidson DDS,richard88@baker-ross.com,001-871-686-3073x7605,South,Low,922,Bank 922,East,0.95,3690.23,USD,2024-09-23,New Johnborough,False,True,-0.43955708969979673,1,3690.23,3690.23,3690.23,False
133,75,David Lopez,payers@smith.com,459.282.6939x66995,East,Low,87,Bank 87,West,0.72,6931.67,USD,2024-03-06,Owenburgh,False,True,0.7027393414135942,2,4078.445,6931.67,1225.22,True
134,802,Sarah Roberts,eclark@barnes.biz,528-482-3816,North,Low,812,Bank 812,South,0.94,6790.96,USD,2024-07-13,Robertview,False,True,0.6531525741675661,2,6491.264999999999,6790.96,6191.57,True
135,839,Andre Wilson,bryan95@sharp.info,783.210.6687,West,Medium,299,Bank 299,South,0.97,700.83,USD,2023-12-07,East Priscillaville,False,True,-1.4930336159259094,1,700.83,700.83,700.83,False
136,549,Stacy Parker,kimberlymeadows@watson.com,587.146.2439,North,Medium,74,Bank 74,West,0.55,5899.61,USD,2024-04-09,New Yeseniaville,True,True,0.3390372661955162,1,5899.61,5899.61,5899.61,False
137,60,Heather Parrish,thomas84@schroeder.biz,+1-342-386-3304x1535,West,Low,614,Bank 614,West,0.53,2136.09,USD,2024-05-12,East Douglasshire,False,True,-0.9872422467443711,1,2136.09,2136.09,2136.09,False
138,7,Chris Wong,fwalters@obrien.org,(353)014-2784x894,East,Low,968,Bank 968,North,0.83,4133.14,USD,2024-06-10,East Nicoleland,True,True,-0.2834738327817503,1,4133.14,4133.14,4133.14,False
139,671,Alyssa Quinn,wsmall@gmail.com,038.763.2050,East,High,309,Bank 309,West,0.51,2862.95,USD,2024-09-02,New Michael,True,True,-0.7310938732069683,2,5029.245,7195.54,2862.95,False
140,899,Robin Cox,hillcraig@dunn.com,001-783-581-9274x9166,East,High,1007,Bank 1007,North,0.92,4093.14,USD,2024-04-21,South Colton,True,True,-0.2975699928971732,1,4093.14,4093.14,4093.14,False
141,199,Michelle Stafford,sanchezerik@hotmail.com,(926)029-5005x328,South,Low,547,Bank 547,North,0.92,7797.02,USD,2024-05-08,Smithshire,True,True,1.0076921453106193,3,5820.926666666666,8385.43,1280.33,True
142,298,Seth Shaw,michaelbauer@price.com,+1-928-535-1971x1112,West,High,991,Bank 991,North,0.88,7764.82,USD,2024-09-22,Walshton,False,True,0.9963447364177039,1,7764.82,7764.82,7764.82,True
143,356,Dakota Burton,sarahlane@scott.info,503.356.2809x28374,South,High,58,Bank 58,North,0.66,9319.83,USD,2024-10-25,Fosterville,False,True,1.544336484944789,1,9319.83,9319.83,9319.83,True
144,248,Thomas Rodriguez,harrisoncaleb@yahoo.com,802.329.9125x212,East,Medium,765,Bank 765,South,0.79,6183.03,USD,2024-02-29,Johnsonhaven,True,True,0.43891560869334356,1,6183.03,6183.03,6183.03,True
145,867,Eric White,cindy47@morgan.com,953.620.4905x8376,West,Medium,483,Bank 483,South,0.6,1524.59,USD,2023-12-01,Port Charles,False,True,-1.2027372945088952,2,3818.3250000000003,6112.06,1524.59,False
146,965,Margaret Gomez,patricia24@blair-jennings.org,445.652.0719x618,West,High,961,Bank 961,South,0.87,26.65,USD,2024-04-01,Lake Hannah,False,True,-1.7306173465913008,3,3935.476666666667,6296.23,26.65,False
147,930,Haley Harris,michaelstevens@simmons.com,970.198.2648,East,High,986,Bank 986,West,0.92,1591.87,USD,2024-06-06,Mcdanielland,True,True,-1.1790275531947543,3,5533.676666666666,9855.67,1591.87,False
148,431,Sandra Mathis,christopher01@goodwin.com,840-677-4947x633,South,Medium,525,Bank 525,South,0.67,6655.74,USD,2024-05-28,Lake Amandaside,True,True,0.6055005048973797,3,4794.53,6655.74,1932.25,True
149,93,Jeff Thomas,vmorgan@gutierrez.com,698-761-5978x3303,West,Low,680,Bank 680,West,0.95,9593.95,USD,2024-11-05,Jamesshire,False,True,1.6409374702157806,2,5617.35,9593.95,1640.75,True
150,841,Hailey Miller,jasonschwartz@rodriguez-phillips.biz,(306)843-1747x77831,North,High,328,Bank 328,West,0.74,7183.23,USD,2024-01-13,New Elijahfurt,False,True,0.7913900923794872,3,2884.5966666666664,7183.23,349.8,True
151,585,Wesley Wallace,brendamoran@gmail.com,5585952792,North,High,871,Bank 871,West,0.7,8389.31,USD,2024-04-19,Michaelhaven,True,True,1.2164175121797114,2,4818.32,8389.31,1247.33,True
152,174,Anthony Taylor,mckenziepayne@gmail.com,709-550-2288,South,Medium,134,Bank 134,North,0.59,1884.82,USD,2024-11-18,Kimton,True,True,-1.0757908005494277,2,5421.22,8957.62,1884.82,False
153,424,Bobby Franklin,bstanton@gmail.com,(075)466-0319x67846,West,High,485,Bank 485,East,0.61,9019.9,USD,2024-01-16,North Shawnmouth,False,True,1.4386399523593207,2,5415.045,9019.9,1810.19,True
154,809,Melissa Carroll,linda70@williams.com,632-833-6420,South,High,751,Bank 751,West,0.5,8457.56,USD,2024-10-31,Holtberg,True,True,1.2404690853766511,1,8457.56,8457.56,8457.56,True
155,785,Curtis Davis,brittany82@thomas.com,8777251507,North,Low,167,Bank 167,West,0.87,4329.02,USD,2024-07-17,Josephfurt,True,True,-0.2144449366965255,3,5375.96,9921.79,1877.07,False
156,559,Kathryn Rice,origgs@yahoo.com,001-954-043-0044x86154,North,High,49,Bank 49,South,0.89,8011.53,USD,2024-04-12,Josephton,True,True,1.0832863279696021,1,8011.53,8011.53,8011.53,True
157,201,Sheena Sullivan,imarks@rowe.com,+1-794-552-4385x69153,East,Medium,87,Bank 87,West,0.72,2103.3,USD,2024-08-23,Steelemouth,True,True,-0.9987975739989888,1,2103.3,2103.3,2103.3,False
158,136,Raven Rogers,megan99@golden.net,+1-356-141-8725x3102,East,Medium,60,Bank 60,South,0.95,5139.22,USD,2024-07-07,North Charlesburgh,False,True,0.07107278644136047,2,2750.07,5139.22,360.92,False
159,120,Melinda Rodriguez,andrewraymond@kirby.org,965.347.9719x27607,East,Low,654,Bank 654,South,0.58,4025.26,USD,2024-04-29,New Cristian,True,True,-0.32149117661304527,3,5988.1466666666665,8034.61,4025.26,False
160,822,William Thompson,joanna10@smith.biz,100-937-4621x167,South,Medium,955,Bank 955,North,0.54,251.09,USD,2024-11-07,Matthewville,True,True,-1.651523792183664,2,3328.4,6405.71,251.09,False
161,118,Amanda Walker,owelch@ruiz.com,(117)075-9410x39339,East,Medium,237,Bank 237,North,0.88,9383.67,USD,2024-07-31,South Johnnyton,False,True,1.5668339564890035,1,9383.67,9383.67,9383.67,True
162,958,Marcus Little,bennettkatie@wilson-wise.net,640.981.2151x94948,North,Low,393,Bank 393,West,0.82,1077.9,USD,2024-08-16,Port Heatherton,False,True,-1.3601526385578488,3,3982.5433333333335,9994.12,875.61,False
163,169,Nathan Velasquez,johnhernandez@yahoo.com,(365)392-7782,East,Medium,215,Bank 215,North,0.94,1995.04,USD,2024-01-22,Christinahaven,False,True,-1.0369488313513804,3,4259.863333333334,7767.43,1995.04,False
164,1,Anthony Smith,pcarter@hotmail.com,243.751.6176x2665,West,Medium,10,Hill-Thomas,West,0.69,5185.75,USD,2024-02-18,Port Danielshire,False,True,0.08747014469562579,1,5185.75,5185.75,5185.75,False
165,625,Lindsey Clark,mariewells@hotmail.com,(108)856-9471,West,Medium,230,Bank 230,North,0.56,8845.4,USD,2024-06-17,South Ryan,True,True,1.3771454538557895,1,8845.4,8845.4,8845.4,True
166,208,Robert Cameron,richard84@wilson.biz,480.295.1133x065,West,High,999,Bank 999,East,0.76,4210.36,USD,2023-12-24,Gordonfort,False,True,-0.25626119567892713,1,4210.36,4210.36,4210.36,False
167,776,Scott Hudson,pmarshall@jackson-alvarez.org,+1-155-310-0179x35737,North,Low,308,Bank 308,West,0.99,2158.33,USD,2024-10-02,West Aaronchester,False,True,-0.9794047817201962,1,2158.33,2158.33,2158.33,False
168,626,Deborah Harris,castrochristopher@yahoo.com,692.019.1361x175,East,Low,1003,Bank 1003,West,0.59,4136.61,USD,2024-07-02,Port Johnmouth,True,True,-0.28225099089173766,2,5811.54,7486.47,4136.61,False
169,748,Susan Zuniga,manderson@gmail.com,+1-384-538-6602x2093,West,High,39,Bank 39,North,0.65,1556.59,USD,2024-01-15,New Sarah,True,True,-1.191460366416557,1,1556.59,1556.59,1556.59,False
170,816,Terri Garcia,tiffanywarren@gmail.com,(534)825-1290x326,West,Medium,999,Bank 999,East,0.76,1015.55,USD,2024-04-30,North Michael,True,True,-1.382125028137764,1,1015.55,1015.55,1015.55,False
171,442,Paul Owens,reeveskenneth@yahoo.com,0378123862,West,High,875,Bank 875,South,0.58,7084.1,USD,2024-01-18,East Emilyview,True,True,0.7564562835734413,1,7084.1,7084.1,7084.1,True
172,350,Linda Taylor,janetzimmerman@tran-crawford.com,238.818.2957,North,Low,600,Bank 600,North,0.66,6001.63,USD,2024-11-08,Larryside,True,True,0.3749895225699019,3,6235.580000000001,9190.51,3514.6,True
173,752,John Smith,richardcurtis@mckay.com,001-693-796-5141x344,North,High,819,Bank 819,North,0.9,4676.44,USD,2024-05-06,Jillmouth,False,True,-0.09201273801402227,1,4676.44,4676.44,4676.44,False
174,457,Amanda Smith,kimdonald@yahoo.com,706-895-4575x686,South,Low,546,Bank 546,West,0.54,3302.83,USD,2024-10-08,Hillside,True,True,-0.5760784004176652,1,3302.83,3302.83,3302.83,False
175,19,Rebekah Alexander,raven28@holmes-reyes.com,859-332-7429x154,West,Low,399,Bank 399,West,0.58,3355.63,USD,2024-02-16,Francesstad,True,True,-0.5574714690653073,3,2430.96,3668.41,268.84,False
176,72,Bradley Lewis,rosarioashley@gmail.com,(337)929-1912x197,North,Low,995,Bank 995,North,0.94,6493.33,USD,2024-03-29,Perryhaven,True,True,0.548266570788735,3,7216.256666666667,7964.62,6493.33,True
177,139,Ronald Duncan,markwilliams@hotmail.com,(274)664-0924,South,Low,48,Bank 48,East,0.7,5452.55,USD,2024-06-19,Lake Stevenberg,False,True,0.18149153266549503,2,2936.7200000000003,5452.55,420.89,False
178,357,Kathryn Shelton,pnorman@bean-hampton.info,665-963-2490,West,High,898,Bank 898,North,0.72,9995.9,USD,2024-11-16,Hudsonborough,True,True,1.7825862591756338,1,9995.9,9995.9,9995.9,True
179,294,Jill Lynch,aaronwilson@gmail.com,(961)411-6582,North,High,49,Bank 49,South,0.89,8710.94,USD,2024-09-21,Scottbury,True,True,1.3297612116277964,1,8710.94,8710.94,8710.94,True
180,540,Alyssa Bush,lyonsjeff@porter.com,001-014-311-2623x522,East,High,19,Bank 19,West,0.62,31.68,USD,2024-03-15,North Suzanne,False,True,-1.7288447544567862,1,31.68,31.68,31.68,False
181,537,Alexa Shelton,cgriffin@mcconnell.com,364-665-2710,South,Low,982,Bank 982,South,0.88,3131.17,USD,2024-02-18,East Sarafurt,True,True,-0.6365720715530016,3,5134.916666666667,6392.35,3131.17,False
182,798,Gene Perry,douglaswood@williams.net,401-125-0291x33861,South,Low,393,Bank 393,West,0.82,7436.33,USD,2024-07-07,West Travis,True,True,0.8805835455098242,1,7436.33,7436.33,7436.33,True
183,784,Jessica Rubio,christopherreilly@yahoo.com,(156)433-3418,East,High,807,Bank 807,South,0.86,7294.25,USD,2024-04-05,Forbesmouth,True,True,0.830513984779843,6,5130.055,7294.25,2383.42,True
184,850,Brittney Murray,james30@gmail.com,402.842.6738x527,South,Medium,528,Bank 528,South,0.62,7931.63,USD,2024-04-24,Garrettchester,False,True,1.0551292481390453,2,4413.24,7931.63,894.85,True
185,481,Jenna Payne,annaavila@hotmail.com,+1-383-428-5067x832,North,Low,713,Bank 713,South,0.94,9104.14,USD,2024-02-21,Goodwinfurt,True,True,1.4683264655624009,3,8481.07,9104.14,7374.96,True
186,926,Judith Kennedy,tamara54@rodriguez-mckee.net,690-076-0746x43091,South,High,301,Bank 301,South,0.93,784.93,USD,2024-05-27,Lake Natashaport,False,True,-1.4633964392832333,2,3773.1150000000002,6761.3,784.93,False
187,488,Travis Murray,adamnewton@yahoo.com,+1-505-636-7226,South,Medium,58,Bank 58,North,0.66,1585.55,USD,2024-04-14,Emilyfort,True,True,-1.181254746492991,2,1420.9299999999998,1585.55,1256.31,False
188,930,Haley Harris,michaelstevens@simmons.com,970.198.2648,East,High,5,"Wilcox, Lynch and Weeks",South,0.51,9855.67,USD,2024-07-12,Brianville,False,True,1.733168645850991,3,5533.676666666666,9855.67,1591.87,True
189,789,Cassidy Quinn,mark61@gates.com,+1-926-775-9250x61960,East,Medium,649,Bank 649,North,0.65,2872.43,USD,2024-03-30,Mitchellview,False,True,-0.7277530832596132,2,3201.205,3529.98,2872.43,False
190,466,Angela Young,nicholeweber@cannon-mcdonald.com,423-339-9096x126,South,High,330,Bank 330,North,0.54,2515.53,USD,2024-04-24,Brianville,False,True,-0.8535260718894717,2,3221.635,3927.74,2515.53,False
191,169,Nathan Velasquez,johnhernandez@yahoo.com,(365)392-7782,East,Medium,1007,Bank 1007,North,0.92,3017.12,USD,2024-04-04,South Brianland,True,True,-0.6767637480821005,3,4259.863333333334,7767.43,1995.04,False
192,608,Kristy Stephens,shellyowens@gmail.com,959-549-2628x70404,North,High,933,Bank 933,East,0.53,831.12,USD,2023-12-30,North Kaitlynhaven,True,True,-1.447118898389949,2,1176.52,1521.92,831.12,False
193,667,John Williams,sparksjohn@wilson.info,(410)031-3251,East,Low,670,Bank 670,North,0.72,1497.7,USD,2024-03-14,Lewisbury,False,True,-1.2122134381464882,2,826.315,1497.7,154.93,False
194,376,Scott Adams,olivia95@parrish-smith.net,025-302-8678,South,Low,736,Bank 736,South,0.63,7312.29,USD,2024-08-31,Sandratown,False,True,0.8368713529918985,2,5034.735,7312.29,2757.18,True
195,831,Samantha Thompson,suelong@yahoo.com,198-543-9211x50268,North,Low,138,Bank 138,West,0.6,592.82,USD,2024-01-22,North Thomas,True,True,-1.5310967722775797,3,1819.51,4776.3,89.41,False
196,553,Erika Stewart MD,anthonyjessica@yahoo.com,4418100553,East,Medium,789,Bank 789,West,0.61,6954.15,USD,2023-12-18,Barrettmouth,True,True,0.7106613833984616,2,7115.615,7277.08,6954.15,True
197,394,Dawn Lopez,eburton@burke.net,+1-778-018-0606x21103,East,Medium,107,Bank 107,North,0.6,9172.74,USD,2024-04-11,Nicholasland,False,True,1.4925013801603508,2,9302.8,9432.86,9172.74,True
198,31,Scott Smith,melissacrawford@pierce-goodman.com,427.712.5672,West,Low,721,Bank 721,East,0.69,8488.58,USD,2024-08-18,Rachelstad,False,True,1.2514006575461616,1,8488.58,8488.58,8488.58,True
199,431,Sandra Mathis,christopher01@goodwin.com,840-677-4947x633,South,Medium,54,Bank 54,West,0.81,1932.25,USD,2024-08-30,Evanstown,True,True,-1.0590762786925652,3,4794.53,6655.74,1932.25,False
200,224,Jonathan Collins,ashley80@gmail.com,001-996-863-3145x9870,North,High,854,Bank 854,East,0.52,6821.33,USD,2024-03-05,Port Michele,True,True,0.6638550837352007,1,6821.33,6821.33,6821.33,True
201,429,Matthew Patel,donald19@gmail.com,538.043.4194,South,Medium,294,Bank 294,South,0.54,682.06,USD,2024-09-18,West Denise,False,True,-1.4996482390600718,3,6193.44,9355.9,682.06,False
202,53,Brandon Maynard,carrilloamy@obrien.biz,+1-646-674-2040x52135,East,Medium,410,Bank 410,North,0.95,823.07,USD,2024-04-08,North Matthewchester,True,True,-1.449955750613178,1,823.07,823.07,823.07,False
203,47,Sarah Lewis,tiffanycook@hotmail.com,+1-482-369-7721x52330,East,High,765,Bank 765,South,0.79,2714.18,USD,2024-02-15,Sharontown,True,True,-0.7835210167162541,2,3312.51,3910.84,2714.18,False
204,800,Benjamin Reyes,lopezshawn@gmail.com,1378525992,East,Medium,164,Bank 164,North,0.64,6004.44,USD,2024-05-18,New Jenniferbury,True,True,0.3759797778180102,2,6952.385,7900.33,6004.44,True
205,941,Gabriela Davis,tnavarro@yahoo.com,001-374-191-1783x196,South,High,147,Bank 147,West,0.59,3343.46,USD,2024-09-02,New Christine,False,True,-0.5617602257804246,2,6424.5,9505.54,3343.46,False
206,887,Justin Davies,jgibbs@davis-erickson.com,+1-739-468-1517x0427,South,Medium,499,Bank 499,West,0.54,7506.58,USD,2024-05-14,Port Nicholasshire,True,True,0.9053399267125353,1,7506.58,7506.58,7506.58,True
207,806,Brandon Schultz,ljohnson@mcdaniel-jones.biz,+1-119-152-4635x324,North,High,666,Bank 666,East,0.79,1190.01,USD,2024-04-15,Lake Stacey,True,True,-1.320644625794348,2,1438.1,1686.19,1190.01,False
208,433,Amanda Lynch,karla16@yahoo.com,+1-368-504-0933,North,Low,110,Bank 110,North,0.65,6391.3,USD,2024-02-16,East Heather,False,True,0.5123107903743207,1,6391.3,6391.3,6391.3,True
209,681,Sharon Perkins MD,rhughes@torres-jones.org,410.104.5192,West,High,545,Bank 545,South,0.8,8462.91,USD,2023-11-28,New Robert,False,True,1.242354446792089,2,5179.9349999999995,8462.91,1896.96,True
210,156,Steven Hunt,swansonstephanie@coleman-richardson.net,630.969.4814,North,Medium,218,Bank 218,East,0.81,14.37,USD,2024-05-30,South Gabriela,True,True,-1.7349448677467356,2,997.305,1980.24,14.37,False
211,980,Taylor Gaines,karenfrazier@gmail.com,(082)927-8978x31377,West,Low,111,Bank 111,West,0.68,8721.51,USD,2023-12-11,West Faith,True,True,1.3334861219382967,1,8721.51,8721.51,8721.51,True
212,414,Jane Garcia,harveystacy@murillo-graham.org,481-800-9611x3300,East,Low,938,Bank 938,East,0.93,3554.49,USD,2024-10-01,Gonzalezfurt,False,True,-0.4873924090514836,1,3554.49,3554.49,3554.49,False
213,956,Samantha Stanton,matthew35@carr.com,+1-653-158-0096x3140,South,Medium,939,Bank 939,West,0.55,8857.61,USD,2024-10-22,Patriciaport,False,True,1.3814483067310226,1,8857.61,8857.61,8857.61,True
214,400,Mary Brewer,vchristian@yahoo.com,001-613-794-6849x582,South,Low,746,Bank 746,North,0.53,4037.01,USD,2024-06-07,South Elizabethside,True,True,-0.3173504295791399,4,5409.4975,9209.03,1070.63,False
215,39,Charles Barnes,kellykent@horne-marshall.com,080.534.1051,South,Low,846,Bank 846,East,0.93,6524.94,USD,2024-08-05,Coxtown,False,True,0.5594060613199475,1,6524.94,6524.94,6524.94,True
216,989,Ashley Herrera,howardmartha@gmail.com,+1-600-651-4781x189,West,Low,879,Bank 879,East,0.67,6409.55,USD,2024-06-18,West Lisaborough,True,True,0.5187421634269822,2,6914.0,7418.45,6409.55,True
217,777,Anna Henson,molinastephen@baker.com,786.362.1700,West,Low,297,Bank 297,South,0.72,5067.72,USD,2024-07-13,South Shannonton,False,True,0.04587590023504246,2,3071.7250000000004,5067.72,1075.73,False
218,853,Stephanie Coleman,fritzchristopher@olson-thompson.com,925-578-7080x9487,South,Low,850,Bank 850,West,0.88,6649.57,USD,2024-11-03,Coleland,False,True,0.6033261721995757,2,3473.45,6649.57,297.33,True
219,881,Alyssa Roberts,rebeccahernandez@sanders.com,(647)175-9272,South,Medium,324,Bank 324,West,0.71,9397.79,USD,2024-05-18,Freemanhaven,False,True,1.571809901009748,2,6979.360000000001,9397.79,4560.93,True
220,268,Ryan Fox,brandy59@scott-west.com,(881)095-3994x808,South,High,554,Bank 554,South,0.67,1806.41,USD,2024-04-11,Haleyville,True,True,-1.1034227984156848,4,6178.97,8579.15,1806.41,False
221,400,Mary Brewer,vchristian@yahoo.com,001-613-794-6849x582,South,Low,962,Bank 962,South,0.9,1070.63,USD,2024-10-28,Lake Nicoleburgh,False,True,-1.362714615658827,4,5409.4975,9209.03,1070.63,False
222,536,Matthew Cook,robin08@hotmail.com,001-405-138-5314x059,East,Low,739,Bank 739,East,0.77,2692.99,USD,2024-09-06,Hardyborough,True,True,-0.7909884575373992,2,1991.0299999999997,2692.99,1289.07,False
223,534,Dwayne Mcdonald,michaelerickson@williams-maldonado.com,001-118-648-6658x827,West,Medium,666,Bank 666,East,0.79,8269.02,USD,2023-11-23,East Laurie,True,True,1.1740268346726068,1,8269.02,8269.02,8269.02,True
224,464,Joshua Richard,davidwatson@hotmail.com,275.672.9478x31160,North,Low,123,Bank 123,South,0.8,4875.58,USD,2024-09-18,Lake Patrickside,True,True,-0.02183500487939042,1,4875.58,4875.58,4875.58,False
225,850,Brittney Murray,james30@gmail.com,402.842.6738x527,South,Medium,341,Bank 341,West,0.63,894.85,USD,2024-10-15,North Frankside,False,True,-1.424660191286052,2,4413.24,7931.63,894.85,False
226,834,Kimberly Thompson,schmidtalicia@lester.biz,001-934-267-0415x264,East,High,199,Bank 199,North,0.63,6060.93,USD,2024-11-01,South Tyler,True,True,0.3958870799410161,1,6060.93,6060.93,6060.93,True
227,4,James Campbell,virginiamorgan@gmail.com,161-783-7589x5926,South,Low,873,Bank 873,North,0.68,6185.55,USD,2024-11-19,West Elizabethchester,False,True,0.43980366678061533,4,4092.14,6185.55,2899.69,True
228,268,Ryan Fox,brandy59@scott-west.com,(881)095-3994x808,South,High,314,Bank 314,East,1.0,8119.76,USD,2024-03-09,Port Jonathan,False,True,1.121427013201907,4,6178.97,8579.15,1806.41,True
229,941,Gabriela Davis,tnavarro@yahoo.com,001-374-191-1783x196,South,High,588,Bank 588,North,0.85,9505.54,USD,2024-09-19,Browntown,True,True,1.6097814323206678,2,6424.5,9505.54,3343.46,True
